Unique_ID,BANK_TYPE,COMPARISON_TYPE,BANK_NAME_ABBR,SNL_INSTITUTE_ID,YEAR_QUARTER,REG_COMPANY_NAME,REG_SNL_INSTN_KEY,REG_STATE,REG_LLR_TO_GROSS_LOAN,REG_RESV_TO_NPA,HIGH_RISK_RE_LOAN_TO_DOM_LOAN,REG_NCO_TO_AVG_LOAN,REG_LLP_TO_NCO,RESV_TO_ADJ_NPL,PD_NACCR_RESTRUCT_FRCLSD_TO_LOAN_FRCLSD,TOTAL_NCL_TO_LOAN,TOTAL_NCL_TO_ASSETS,TOTAL_NONCURRENT_ASSETS_TO_ASSETS,REG_LLR_TO_GROSS_LOAN,NCO_TO_AVG_LOAN_CU,NET_CREDIT_CARD_CHRG_OFF_TO_AVG_CREDIT_CARD_LOAN,OREO_TO_ASSETS_AQ,REG_EQUITY_RESV_TO_ASSETS,REG_NPL_TO_LOAN,NPA_TO_LOAN,LOAN_LEASES_HFS,TOTAL_LOAN_LEASES_EXCL_HFS,TOTAL_RESV,REG_TOTAL_ASSETS,TOTAL_DEP_INCL_DOM_FRGN,TOTAL_LOAN_LEASES_CHRG_OFF,LLR_LOAN_LOSS_RES_BEGIN_PERIOD,LLR_CHANGES_MERGERS,LLR_OTHER_ADJ,LLR_BAL_AT_END_PREV_YR,TOTAL_LOAN_LEASES_RECOV,LLR_TOTAL_CHRG_OFF_BHC,PROV_FOR_LOAN_LEASE_LOSS,LN_AND_LS_HFI_AMORT_COST_RE_CONST_LOAN,LN_AND_LS_HFI_AMORT_COST_COM_RE_LOAN,LN_AND_LS_HFI_AMORT_COST_RES_RE_LOAN,LN_AND_LS_HFI_AMORT_COST_COM_LOAN,LN_AND_LS_HFI_AMORT_COST_CREDIT_CARD,LN_AND_LS_HFI_AMORT_COST_OTHER_CONSUMER_LOAN,LN_AND_LS_HFI_AMORT_COST_TOTAL,LN_AND_LS_HFI_ALLOWANCE_RE_CONST_LOAN,LN_AND_LS_HFI_ALLOWANCE_COM_RE_LOAN,LN_AND_LS_HFI_ALLOWANCE_RES_RE_LOAN,LN_AND_LS_HFI_ALLOWANCE_COM_LOAN,LN_AND_LS_HFI_ALLOWANCE_CREDIT_CARD,LN_AND_LS_HFI_ALLOWANCE_OTHER_CONSUMER_LOAN,LN_AND_LS_HFI_ALLOWANCE_UNALLOCATED,LN_AND_LS_HFI_ALLOWANCE_TOTAL,latitude,longitude
4047176-1998Q3,Peer,Peer,USB,USB,1998Q3,U.S. Bancorp,4047176,MN,,331.08,,0.76,89.54,,,,,,,,,,,,,782000,56068000,980000,73884000,48496000,152800,982000,9400,-300,991100,46700,152800,95000,,,,,,,,,,,,,,,,46.729553,-94.6859
100382-1998Q3,Mega-Bank,Mega-Bank,Wells Fargo,100382,1998Q3,Wells Fargo & Company,100382,CA,,510.58,,1.02,94.71,,,,,,,,,,,,,18593600,45008600,1336700,103727000,60182000,189500,1262100,82800,0,1344900,34500,189500,146800,,,,,,,,,,,,,,,,36.778261,-119.417932
100501-1998Q3,Non-Peer,Peer,Zions,100501,1998Q3,"Zions Bancorporation, National Association",100501,UT,1.45,421.76,34.21,0.29,,566.87,,0.53,0.26,0.26,1.45,,,0.02,6.71,0.3,0.34,192042,2934200,45242,6495696,4074087,2753,,,,,659,,1500,,,,,,,,,,,,,,,,39.32098,-111.093731
100369-1998Q3,Mega-Bank,Mega-Bank,Bank of America,100369,1998Q3,Bank of America Corporation,100369,NC,,238.2,,1.54,137.33,,,,,,,,,,,,,7662000,351982000,7215000,594673000,345756000,1682000,3215000,3503000,-12000,6706000,313000,1682000,1880000,,,,,,,,,,,,,,,,35.759573,-79.0193
100438-1998Q4,Peer,Peer,BB&T / Truist Financial Corporation,TFC,1998Q4,Truist Financial Corporation,100438,NC,1.33,307.6,28.72,0.26,104.02,376.53,0.58,0.51,0.35,0.35,1.33,,,0.05,8.93,0.36,0.43,1033331,22661445,314387,34427227,23046907,20381,313769,0,0,313769,4999,20381,16000,,,,,,,,,,,,,,,,35.759573,-79.0193
100144-1998Q4,Non-Peer,Non-Peer,BNY Mellon,100144,1998Q4,The Bank of New York Mellon Corporation,100144,NY,1.66,328.57,12.56,0.07,20.66,370.84,0.56,0.52,0.32,0.33,1.66,,,0.02,9.58,0.45,0.5,0,38386810,636390,63502824,44631688,9727,638405,0,0,638405,2815,9727,1428,,,,,,,,,,,,,,,,43.299428,-74.217933
103239-1998Q4,Non-Peer,Non-Peer,Capital One,103239,1998Q4,Capital One Financial Corporation,103239,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.431573,-78.656894
4041896-1998Q4,Mega-Bank,Mega-Bank,Citigroup,4041896,1998Q4,Citigroup Inc.,4041896,NY,2.79,116.8,7.67,,,170.67,2.38,2.11,0.75,0.77,2.79,,,0.09,7.38,1.65,2.39,5013000,232339000,6617000,668641000,228649000,,6322000,,,6322000,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
1019881-1998Q4,Peer,Peer,CITIZENS,1019881,1998Q4,"Citizens Financial Group, Inc.",1019881,RI,1.8,282.16,23.82,0.19,86.67,328.86,0.66,0.62,0.34,0.34,1.8,,,0.02,11.13,0.59,0.64,82582,9953788,180619,18430296,14272753,8266,181236,0,0,181236,3636,8266,4013,,,,,,,,,,,,,,,,41.580095,-71.477429
100206-1998Q4,Peer,Peer,COMERICA,100206,1998Q4,Comerica Incorporated,100206,TX,1.48,377.7,21.33,0.3,159.86,403.77,0.51,0.49,0.41,0.41,1.48,,,0.01,9.54,0.37,0.39,45970,30603227,452409,36696597,24314192,29746,438929,0,0,438929,7226,29746,36000,,,,,,,,,,,,,,,,31.968599,-99.901813
100260-1998Q4,Peer,Close-Peer,FIFTH THIRD,FITB,1998Q4,Fifth Third Bancorp,100260,OH,1.46,484.28,13.37,0.48,121.05,624.09,0.7,0.67,0.42,0.42,1.46,,,0.02,11.91,0.23,0.3,425779,17845261,266860,28921782,18780355,29077,261580,701,0,262281,7321,29077,26335,,,,,,,,,,,,,,,,40.417287,-82.907123
4039450-1998Q4,Non-Peer,Non-Peer,Goldman Sachs,4039450,1998Q4,"The Goldman Sachs Group, Inc.",4039450,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100307-1998Q4,Peer,Close-Peer,Huntington,100307,1998Q4,Huntington Bancshares Incorporated,100307,OH,1.46,272.06,20.83,0.6,116.37,366.95,0.76,0.63,0.45,0.45,1.46,,,0.07,8.62,0.4,0.54,466664,19446349,290948,28296336,19722772,36839,286122,0,0,286122,7359,36839,34306,,,,,,,,,,,,,,,,40.417287,-82.907123
100201-1998Q4,Mega-Bank,Mega-Bank,JP Morgan Chase,100201,1998Q4,JPMorgan Chase & Co.,100201,NY,2.06,152.38,2.96,0.95,101.46,172.26,1.53,1.13,0.53,0.57,2.06,,,0.02,7.49,1.2,1.35,9606000,163148000,3552000,365875000,212437000,491000,3874000,0,0,3874000,80000,497000,417000,,,,,,,,,,,,,,,,43.299428,-74.217933
100334-1998Q4,Peer,Close-Peer,KEY,KEY,1998Q4,KeyCorp,100334,OH,1.45,194.17,17.81,0.5,100.31,221.05,1.06,0.93,0.72,0.72,1.45,,,0.05,8.84,0.68,0.75,2861854,59149864,900059,79965677,42610313,95850,899860,0,4,899864,19408,95890,76678,,,,,,,,,,,,,,,,40.417287,-82.907123
100253-1998Q4,Peer,Close-Peer,M&T BANK,MTB,1998Q4,M&T Bank Corporation,100253,NY,1.94,365.21,33.64,0.28,70.17,445.79,0.76,0.69,0.53,0.53,1.94,,,0.05,9.27,0.46,0.53,445183,15346347,306347,20583891,14737152,15213,309535,0,0,309535,4525,15213,7500,,,,,,,,,,,,,,,,43.299428,-74.217933
103042-1998Q4,Non-Peer,Non-Peer,Morgan Stanley,103042,1998Q4,Morgan Stanley,103042,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100406-1998Q4,Peer,Peer,PNC,PNC,1998Q4,"The PNC Financial Services Group, Inc.",100406,PA,1.24,217.31,9.17,1.17,63.8,256.06,0.98,0.92,0.73,0.73,1.24,,,0.05,8.8,0.48,0.57,3233546,57657115,753354,77231940,47509197,202622,815866,0,2750,818616,22360,202622,115000,,,,,,,,,,,,,,,,41.203322,-77.194525
100233-1998Q4,Peer,Close-Peer,REGIONS,RF,1998Q4,Regions Financial Corporation,100233,AL,1.24,198.44,27.46,0.5,69.65,236.61,0.98,0.9,0.58,0.58,1.24,,,0.04,8.47,0.56,0.63,900175,24500934,315412,39140438,30336439,37750,325237,-422,0,324815,6765,37750,21582,,,,,,,,,,,,,,,,32.318231,-86.902298
100447-1998Q4,Non-Peer,Non-Peer,State Street,100447,1998Q4,State Street Corporation,100447,MA,1.21,525.68,1.59,0.14,147.62,682.66,0.23,0.18,0.03,0.03,1.21,,,0.01,5.09,0.18,0.23,0,6964110,84308,47081586,27539676,2978,82851,0,0,82851,250,2974,4027,,,,,,,,,,,,,,,,42.407211,-71.382437
4047176-1998Q4,Peer,Peer,USB,USB,1998Q4,U.S. Bancorp,4047176,MN,1.69,325,18.87,0.82,85.45,373.51,0.68,0.65,0.5,0.5,1.69,,,0.02,9.12,0.48,0.52,865000,58257000,1001000,76438000,50034000,159100,980000,38000,200,1018200,40900,159100,101000,,,,,,,,,,,,,,,,46.729553,-94.6859
100382-1998Q4,Mega-Bank,Mega-Bank,Wells Fargo,100382,1998Q4,Wells Fargo & Company,100382,CA,2.36,350.95,16.11,3.68,95.24,447.71,0.89,0.79,0.52,0.52,2.36,,,0.07,11.8,0.53,0.67,25577000,107476000,3134000,202475000,137065000,1503700,1336700,1853900,0,3190600,312700,1503700,1134300,,,,,,,,,,,,,,,,36.778261,-119.417932
100501-1998Q4,Non-Peer,Peer,Zions,100501,1998Q4,"Zions Bancorporation, National Association",100501,UT,1.77,616.88,32.72,0.19,,823.6,0.51,0.48,0.28,0.28,1.77,,,0.01,7.29,0.26,0.29,224899,3284420,62256,6045253,3933302,2600,,,,,1114,,18500,,,,,,,,,,,,,,,,39.32098,-111.093731
100369-1998Q4,Mega-Bank,Mega-Bank,Bank of America,100369,1998Q4,Bank of America Corporation,100369,NC,1.95,223.47,10.79,0.6,90.07,268.45,1,0.84,0.5,0.5,1.95,,,0.05,8.59,0.76,0.87,8286000,357328000,7122000,617679000,357260000,679000,7215000,0,-38000,7177000,135000,679000,490000,,,,,,,,,,,,,,,,35.759573,-79.0193
100438-1999Q1,Peer,Peer,BB&T / Truist Financial Corporation,TFC,1999Q1,Truist Financial Corporation,100438,NC,,319.01,,0.2,158.33,,,,,,,,,,,,,753424,24363558,337983,37791490,24414135,18259,314387,16228,0,330615,5627,18259,20000,,,,,,,,,,,,,,,,35.759573,-79.0193
100144-1999Q1,Non-Peer,Non-Peer,BNY Mellon,100144,1999Q1,The Bank of New York Mellon Corporation,100144,NY,,284.3,,0.2,13.76,,,,,,,,,,,,,0,39750748,631915,64916619,44843452,22595,632818,0,0,632818,3227,22595,2666,,,,,,,,,,,,,,,,43.299428,-74.217933
103239-1999Q1,Non-Peer,Non-Peer,Capital One,103239,1999Q1,Capital One Financial Corporation,103239,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.431573,-78.656894
4041896-1999Q1,Mega-Bank,Mega-Bank,Citigroup,4041896,1999Q1,Citigroup Inc.,4041896,NY,,117.97,,1.14,105.96,,,,,,,,,,,,,5674000,238747000,6662000,690649000,238978000,826000,6763000,38000,3000,6804000,138000,826000,729000,,,,,,,,,,,,,,,,43.299428,-74.217933
1019881-1999Q1,Peer,Peer,CITIZENS,1019881,1999Q1,"Citizens Financial Group, Inc.",1019881,RI,,341.52,,0.15,49.66,,,,,,,,,,,,,25915,10193721,178705,18963001,14163730,8544,180619,0,0,180619,4742,8544,1888,,,,,,,,,,,,,,,,41.580095,-71.477429
100206-1999Q1,Peer,Peer,COMERICA,100206,1999Q1,Comerica Incorporated,100206,TX,,297.19,,0.25,102.66,,,,,,,,,,,,,19746,30946951,452936,36532606,22585331,24710,452409,0,0,452409,5229,24710,20000,,,,,,,,,,,,,,,,31.968599,-99.901813
100260-1999Q1,Peer,Close-Peer,FIFTH THIRD,FITB,1999Q1,Fifth Third Bancorp,100260,OH,,596.38,,0.42,120.05,,,,,,,,,,,,,396247,17645300,270703,29652198,18861703,26460,266860,0,-59,266801,7002,26460,23360,,,,,,,,,,,,,,,,40.417287,-82.907123
4039450-1999Q1,Non-Peer,Non-Peer,Goldman Sachs,4039450,1999Q1,"The Goldman Sachs Group, Inc.",4039450,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100307-1999Q1,Peer,Close-Peer,Huntington,100307,1999Q1,Huntington Bancshares Incorporated,100307,OH,,278.29,,0.51,100.47,,,,,,,,,,,,,279794,19721734,291066,28577908,19046901,32531,290948,0,0,290948,7344,32531,25305,,,,,,,,,,,,,,,,40.417287,-82.907123
100201-1999Q1,Mega-Bank,Mega-Bank,JP Morgan Chase,100201,1999Q1,JPMorgan Chase & Co.,100201,NY,,164.98,,0.88,100.26,,,,,,,,,,,,,10055000,162794000,3552000,361258000,207641000,452000,3872000,0,-1000,3871000,72000,452000,381000,,,,,,,,,,,,,,,,43.299428,-74.217933
100334-1999Q1,Peer,Close-Peer,KEY,KEY,1999Q1,KeyCorp,100334,OH,,189.27,,0.53,137.32,,,,,,,,,,,,,2093793,58951171,930355,79859832,41305561,106148,900059,0,0,900059,24971,106148,111472,,,,,,,,,,,,,,,,40.417287,-82.907123
100253-1999Q1,Peer,Close-Peer,M&T BANK,MTB,1999Q1,M&T Bank Corporation,100253,NY,,373.24,,0.21,104.83,,,,,,,,,,,,,324049,15488835,306739,20284845,14475945,12956,306347,0,0,306347,4848,12956,8500,,,,,,,,,,,,,,,,43.299428,-74.217933
103042-1999Q1,Non-Peer,Non-Peer,Morgan Stanley,103042,1999Q1,Morgan Stanley,103042,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100406-1999Q1,Peer,Peer,PNC,PNC,1999Q1,"The PNC Financial Services Group, Inc.",100406,PA,,195.35,,0.52,99.34,,,,,,,,,,,,,3598897,52802637,671833,74907505,45829313,97011,753354,0,-81000,672354,18490,97011,78000,,,,,,,,,,,,,,,,41.203322,-77.194525
100233-1999Q1,Peer,Close-Peer,REGIONS,RF,1999Q1,Regions Financial Corporation,100233,AL,,183.15,,0.22,160.87,,,,,,,,,,,,,989435,25698870,330151,39515550,29809029,23296,315412,5978,0,321390,8902,23296,23155,,,,,,,,,,,,,,,,32.318231,-86.902298
100447-1999Q1,Non-Peer,Non-Peer,State Street,100447,1999Q1,State Street Corporation,100447,MA,,358.65,,0.15,135.78,,,,,,,,,,,,,0,7044563,85416,49750681,28065279,3022,84308,0,0,84308,76,3022,4000,,,,,,,,,,,,,,,,42.407211,-71.382437
4047176-1999Q1,Peer,Peer,USB,USB,1999Q1,U.S. Bancorp,4047176,MN,,301.53,,0.95,83.81,,,,,,,,,,,,,865000,58754000,983000,76110000,48672000,181300,1001000,4200,400,1005600,41700,181300,117000,,,,,,,,,,,,,,,,46.729553,-94.6859
100382-1999Q1,Mega-Bank,Mega-Bank,Wells Fargo,100382,1999Q1,Wells Fargo & Company,100382,CA,,343.96,,0.85,98.9,,,,,,,,,,,,,17730000,107638000,3161000,201430000,132592000,362000,3134000,30000,0,3164000,89000,362000,270000,,,,,,,,,,,,,,,,36.778261,-119.417932
100501-1999Q1,Non-Peer,Peer,Zions,100501,1999Q1,"Zions Bancorporation, National Association",100501,UT,1.7,829.23,33.59,0.3,,NM,,0.5,0.29,0.29,1.7,,,0.02,7.51,0.18,0.2,170260,3476148,61894,6278021,3837490,3419,,,,,807,,2250,,,,,,,,,,,,,,,,39.32098,-111.093731
100369-1999Q1,Mega-Bank,Mega-Bank,Bank of America,100369,1999Q1,Bank of America Corporation,100369,NC,,200.99,,0.56,84.01,,,,,,,,,,,,,7940000,363102000,7123000,614245000,343317000,666000,7122000,0,84000,7206000,147000,666000,436000,,,,,,,,,,,,,,,,35.759573,-79.0193
100438-1999Q2,Peer,Peer,BB&T / Truist Financial Corporation,TFC,1999Q2,Truist Financial Corporation,100438,NC,,374.47,,0.23,139.9,,,,,,,,,,,,,540954,25063480,343856,39184864,24270000,20754,337983,169,0,338152,6458,20754,20000,,,,,,,,,,,,,,,,35.759573,-79.0193
100144-1999Q2,Non-Peer,Non-Peer,BNY Mellon,100144,1999Q2,The Bank of New York Mellon Corporation,100144,NY,,270.98,,0.15,97.71,,,,,,,,,,,,,0,38387206,594970,67770706,47476508,19155,616009,0,-37000,579009,4260,19155,14554,,,,,,,,,,,,,,,,43.299428,-74.217933
103239-1999Q2,Non-Peer,Non-Peer,Capital One,103239,1999Q2,Capital One Financial Corporation,103239,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.431573,-78.656894
4041896-1999Q2,Mega-Bank,Mega-Bank,Citigroup,4041896,1999Q2,Citigroup Inc.,4041896,NY,,114.02,,1.21,106.47,,,,,,,,,,,,,6507000,246878000,6743000,689600000,244390000,906000,6810000,32000,17000,6859000,164000,906000,790000,,,,,,,,,,,,,,,,43.299428,-74.217933
1019881-1999Q2,Peer,Peer,CITIZENS,1019881,1999Q2,"Citizens Financial Group, Inc.",1019881,RI,,428.33,,0.46,57.33,,,,,,,,,,,,,48612,10588907,173624,19788277,14376223,14138,178705,0,0,178705,2229,14138,6828,,,,,,,,,,,,,,,,41.580095,-71.477429
100206-1999Q2,Peer,Peer,COMERICA,100206,1999Q2,Comerica Incorporated,100206,TX,,335.46,,0.26,109.41,,,,,,,,,,,,,21266,31567391,460397,37161997,22458867,27417,452936,0,0,452936,6860,27417,22491,,,,,,,,,,,,,,,,31.968599,-99.901813
100260-1999Q2,Peer,Close-Peer,FIFTH THIRD,FITB,1999Q2,Fifth Third Bancorp,100260,OH,,636.27,,0.44,134.61,,,,,,,,,,,,,215513,19224729,284443,31628421,20128840,28881,270703,6569,59,277331,8332,28881,27661,,,,,,,,,,,,,,,,40.417287,-82.907123
4039450-1999Q2,Non-Peer,Non-Peer,Goldman Sachs,4039450,1999Q2,"The Goldman Sachs Group, Inc.",4039450,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100307-1999Q2,Peer,Close-Peer,Huntington,100307,1999Q2,Huntington Bancshares Incorporated,100307,OH,,283.46,,0.37,111.73,,,,,,,,,,,,,236260,20142839,293274,28161080,18933161,27123,291066,0,0,291066,8305,27123,21026,,,,,,,,,,,,,,,,40.417287,-82.907123
100201-1999Q2,Mega-Bank,Mega-Bank,JP Morgan Chase,100201,1999Q2,JPMorgan Chase & Co.,100201,NY,,176.38,,0.9,100,,,,,,,,,,,,,8708000,166333000,3554000,356868000,209502000,449000,3872000,0,-150000,3722000,61000,449000,388000,,,,,,,,,,,,,,,,43.299428,-74.217933
100334-1999Q2,Peer,Close-Peer,KEY,KEY,1999Q2,KeyCorp,100334,OH,,190.1,,0.49,100.8,,,,,,,,,,,,,2155622,59815144,930487,80814367,43117293,105604,930355,0,0,930355,30505,106070,75698,,,,,,,,,,,,,,,,40.417287,-82.907123
100253-1999Q2,Peer,Close-Peer,M&T BANK,MTB,1999Q2,M&T Bank Corporation,100253,NY,,395.31,,0.16,131.23,,,,,,,,,,,,,291654,16221207,314398,21205452,14908952,10717,306739,5636,0,312375,4240,10717,8500,,,,,,,,,,,,,,,,43.299428,-74.217933
103042-1999Q2,Non-Peer,Non-Peer,Morgan Stanley,103042,1999Q2,Morgan Stanley,103042,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100406-1999Q2,Peer,Peer,PNC,PNC,1999Q2,"The PNC Financial Services Group, Inc.",100406,PA,,193.56,,0.17,105.46,,,,,,,,,,,,,4507091,52075157,673128,75575141,47693594,36987,671833,0,0,671833,13282,36987,25000,,,,,,,,,,,,,,,,41.203322,-77.194525
100233-1999Q2,Peer,Close-Peer,REGIONS,RF,1999Q2,Regions Financial Corporation,100233,AL,,181.5,,0.43,89.04,,,,,,,,,,,,,1173732,26703824,326982,40544964,28963672,37381,330151,44,0,330195,8072,37381,26096,,,,,,,,,,,,,,,,32.318231,-86.902298
100447-1999Q2,Non-Peer,Non-Peer,State Street,100447,1999Q2,State Street Corporation,100447,MA,,429.43,,0.05,403.63,,,,,,,,,,,,,0,8125739,88351,53331671,32782016,1282,85416,0,0,85416,291,1282,4000,,,,,,,,,,,,,,,,42.407211,-71.382437
4047176-1999Q2,Peer,Peer,USB,USB,1999Q2,U.S. Bancorp,4047176,MN,,302.5,,0.93,89.81,,,,,,,,,,,,,870000,60026000,968000,77390000,49267000,183400,983000,0,-700,982300,43100,183400,126000,,,,,,,,,,,,,,,,46.729553,-94.6859
100382-1999Q2,Mega-Bank,Mega-Bank,Wells Fargo,100382,1999Q2,Wells Fargo & Company,100382,CA,,352.84,,0.82,99.62,,,,,,,,,,,,,16644000,110915000,3165000,205421000,132799000,379000,3161000,5000,0,3166000,118000,379000,260000,,,,,,,,,,,,,,,,36.778261,-119.417932
100501-1999Q2,Non-Peer,Peer,Zions,100501,1999Q2,"Zions Bancorporation, National Association",100501,UT,1.75,522.24,30.7,0.08,,824.71,,0.63,0.35,0.35,1.75,,,0.03,7.53,0.28,0.34,184190,3443880,63478,6477074,3756065,1322,,,,,656,,2250,,,,,,,,,,,,,,,,39.32098,-111.093731
100369-1999Q2,Mega-Bank,Mega-Bank,Bank of America,100369,1999Q2,Bank of America Corporation,100369,NC,,204.67,,0.56,101.54,,,,,,,,,,,,,6205000,363581000,7096000,614102000,339044000,672000,7123000,0,-35000,7088000,152000,672000,528000,,,,,,,,,,,,,,,,35.759573,-79.0193
100438-1999Q3,Peer,Peer,BB&T / Truist Financial Corporation,TFC,1999Q3,Truist Financial Corporation,100438,NC,,350.3,,0.29,111.2,,,,,,,,,,,,,271031,27142255,369346,41649596,25704746,27003,343856,22290,998,367144,7338,27003,21867,,,,,,,,,,,,,,,,35.759573,-79.0193
100144-1999Q3,Non-Peer,Non-Peer,BNY Mellon,100144,1999Q3,The Bank of New York Mellon Corporation,100144,NY,,384.18,,0.94,106.15,,,,,,,,,,,,,0,37756619,593734,63157569,44794606,91809,578618,0,-2121,576497,2694,91809,94598,,,,,,,,,,,,,,,,43.299428,-74.217933
103239-1999Q3,Non-Peer,Non-Peer,Capital One,103239,1999Q3,Capital One Financial Corporation,103239,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.431573,-78.656894
4041896-1999Q3,Mega-Bank,Mega-Bank,Citigroup,4041896,1999Q3,Citigroup Inc.,4041896,NY,,113.11,,1.09,92.13,,,,,,,,,,,,,5171000,252450000,6706000,687450000,247714000,847000,6890000,0,-47000,6843000,161000,847000,632000,,,,,,,,,,,,,,,,43.299428,-74.217933
1019881-1999Q3,Peer,Peer,CITIZENS,1019881,1999Q3,"Citizens Financial Group, Inc.",1019881,RI,,471.28,,0.03,NM,,,,,,,,,,,,,44938,10922292,182099,19985713,14513467,5021,173624,0,0,173624,4159,5021,9337,,,,,,,,,,,,,,,,41.580095,-71.477429
100206-1999Q3,Peer,Peer,COMERICA,100206,1999Q3,Comerica Incorporated,100206,TX,,298.83,,0.23,117.03,,,,,,,,,,,,,21109,32088662,463451,37354546,22888884,24223,454888,0,180,455068,6279,24223,21000,,,,,,,,,,,,,,,,31.968599,-99.901813
100260-1999Q3,Peer,Close-Peer,FIFTH THIRD,FITB,1999Q3,Fifth Third Bancorp,100260,OH,,684.23,,0.34,141.14,,,,,,,,,,,,,117982,20408227,303416,32998654,19538329,25662,284443,12201,0,296644,9201,25662,23233,,,,,,,,,,,,,,,,40.417287,-82.907123
4039450-1999Q3,Non-Peer,Non-Peer,Goldman Sachs,4039450,1999Q3,"The Goldman Sachs Group, Inc.",4039450,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100307-1999Q3,Peer,Close-Peer,Huntington,100307,1999Q3,Huntington Bancshares Incorporated,100307,OH,,292.24,,0.39,111.85,,,,,,,,,,,,,681505,20001187,295612,28974622,19241808,27782,293274,0,0,293274,8044,27782,22076,,,,,,,,,,,,,,,,40.417287,-82.907123
100201-1999Q3,Mega-Bank,Mega-Bank,JP Morgan Chase,100201,1999Q3,JPMorgan Chase & Co.,100201,NY,,156.61,,0.91,100.76,,,,,,,,,,,,,5459000,167999000,3555000,371044000,219623000,452000,3724000,0,0,3724000,57000,452000,398000,,,,,,,,,,,,,,,,43.299428,-74.217933
100334-1999Q3,Peer,Close-Peer,KEY,KEY,1999Q3,KeyCorp,100334,OH,,199.15,,0.49,100.06,,,,,,,,,,,,,3384029,59797496,930501,82399613,43476160,101674,930487,0,-30,930457,24336,101674,77382,,,,,,,,,,,,,,,,40.417287,-82.907123
100253-1999Q3,Peer,Close-Peer,M&T BANK,MTB,1999Q3,M&T Bank Corporation,100253,NY,,353.62,,0.31,104.38,,,,,,,,,,,,,273331,16710292,314965,21759301,15416516,17371,314398,0,0,314398,4438,17371,13500,,,,,,,,,,,,,,,,43.299428,-74.217933
103042-1999Q3,Non-Peer,Non-Peer,Morgan Stanley,103042,1999Q3,Morgan Stanley,103042,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100406-1999Q3,Peer,Peer,PNC,PNC,1999Q3,"The PNC Financial Services Group, Inc.",100406,PA,,176.97,,0.2,104.42,,,,,,,,,,,,,4117319,51399712,674399,72995146,45139186,39256,673128,0,0,673128,10527,39256,30000,,,,,,,,,,,,,,,,41.203322,-77.194525
100233-1999Q3,Peer,Close-Peer,REGIONS,RF,1999Q3,Regions Financial Corporation,100233,AL,,185.48,,0.42,112.48,,,,,,,,,,,,,1139684,27617644,330679,41948073,30392334,38396,326982,0,0,326982,8782,38396,33311,,,,,,,,,,,,,,,,32.318231,-86.902298
100447-1999Q3,Non-Peer,Non-Peer,State Street,100447,1999Q3,State Street Corporation,100447,MA,,449.95,,0.01,NM,,,,,,,,,,,,,0,7907242,92091,54973658,31953401,2807,88351,0,-32,88319,2559,2807,4000,,,,,,,,,,,,,,,,42.407211,-71.382437
4047176-1999Q3,Peer,Peer,USB,USB,1999Q3,U.S. Bancorp,4047176,MN,,297.23,,0.92,100.14,,,,,,,,,,,,,503000,59762000,966000,77036000,47978000,175500,968000,-2100,-100,965800,33700,175500,142000,,,,,,,,,,,,,,,,46.729553,-94.6859
100382-1999Q3,Mega-Bank,Mega-Bank,Wells Fargo,100382,1999Q3,Wells Fargo & Company,100382,CA,,345.74,,0.76,99.59,,,,,,,,,,,,,14589000,114559000,3167000,207060000,131810000,353000,3165000,-35000,38000,3168000,112000,353000,240000,,,,,,,,,,,,,,,,36.778261,-119.417932
100501-1999Q3,Non-Peer,Peer,Zions,100501,1999Q3,"Zions Bancorporation, National Association",100501,UT,1.67,269.17,32.69,0.16,,426.89,,0.92,0.49,0.49,1.67,,,0.07,6.91,0.5,0.62,140952,3709661,64337,7168971,3730437,2007,,,,,616,,2250,,,,,,,,,,,,,,,,39.32098,-111.093731
100369-1999Q3,Mega-Bank,Mega-Bank,Bank of America,100369,1999Q3,Bank of America Corporation,100369,NC,,207.42,,0.5,99.57,,,,,,,,,,,,,4637000,360237000,7077000,620652000,337011000,600000,7096000,0,-18000,7078000,140000,600000,458000,,,,,,,,,,,,,,,,35.759573,-79.0193
