Unique_ID,BANK_TYPE,COMPARISON_TYPE,BANK_NAME_ABBR,SNL_INSTITUTE_ID,YEAR_QUARTER,REG_COMPANY_NAME,REG_SNL_INSTN_KEY,REG_STATE,REG_LLR_TO_GROSS_LOAN,REG_RESV_TO_NPA,HIGH_RISK_RE_LOAN_TO_DOM_LOAN,REG_NCO_TO_AVG_LOAN,REG_LLP_TO_NCO,RESV_TO_ADJ_NPL,PD_NACCR_RESTRUCT_FRCLSD_TO_LOAN_FRCLSD,TOTAL_NCL_TO_LOAN,TOTAL_NCL_TO_ASSETS,TOTAL_NONCURRENT_ASSETS_TO_ASSETS,REG_LLR_TO_GROSS_LOAN,NCO_TO_AVG_LOAN_CU,NET_CREDIT_CARD_CHRG_OFF_TO_AVG_CREDIT_CARD_LOAN,OREO_TO_ASSETS_AQ,REG_EQUITY_RESV_TO_ASSETS,REG_NPL_TO_LOAN,NPA_TO_LOAN,LOAN_LEASES_HFS,TOTAL_LOAN_LEASES_EXCL_HFS,TOTAL_RESV,REG_TOTAL_ASSETS,TOTAL_DEP_INCL_DOM_FRGN,TOTAL_LOAN_LEASES_CHRG_OFF,LLR_LOAN_LOSS_RES_BEGIN_PERIOD,LLR_CHANGES_MERGERS,LLR_OTHER_ADJ,LLR_BAL_AT_END_PREV_YR,TOTAL_LOAN_LEASES_RECOV,LLR_TOTAL_CHRG_OFF_BHC,PROV_FOR_LOAN_LEASE_LOSS,LN_AND_LS_HFI_AMORT_COST_RE_CONST_LOAN,LN_AND_LS_HFI_AMORT_COST_COM_RE_LOAN,LN_AND_LS_HFI_AMORT_COST_RES_RE_LOAN,LN_AND_LS_HFI_AMORT_COST_COM_LOAN,LN_AND_LS_HFI_AMORT_COST_CREDIT_CARD,LN_AND_LS_HFI_AMORT_COST_OTHER_CONSUMER_LOAN,LN_AND_LS_HFI_AMORT_COST_TOTAL,LN_AND_LS_HFI_ALLOWANCE_RE_CONST_LOAN,LN_AND_LS_HFI_ALLOWANCE_COM_RE_LOAN,LN_AND_LS_HFI_ALLOWANCE_RES_RE_LOAN,LN_AND_LS_HFI_ALLOWANCE_COM_LOAN,LN_AND_LS_HFI_ALLOWANCE_CREDIT_CARD,LN_AND_LS_HFI_ALLOWANCE_OTHER_CONSUMER_LOAN,LN_AND_LS_HFI_ALLOWANCE_UNALLOCATED,LN_AND_LS_HFI_ALLOWANCE_TOTAL,latitude,longitude
100382-2006Q4,Mega-Bank,Mega-Bank,Wells Fargo,100382,2006Q4,Wells Fargo & Company,100382,CA,1.06,155.47,13.11,0.83,97.11,228.54,2.06,1.9,1.4,1.4,1.06,0.83,,0.12,10.3,0.47,0.68,33818000,321116000,3764000,481996000,311688000,954000,3799000,,,3871000,228000,954000,705000,,,,,,,,,,,,,,,,36.778261,-119.417932
100501-2006Q4,Non-Peer,Peer,Zions,100501,2006Q4,"Zions Bancorporation, National Association",100501,UT,1.01,632.2,49.94,0.07,252.23,834.98,0.24,0.22,0.16,0.16,1.01,0.06,,0.02,7.27,0.14,0.16,100953,10601165,108113,14849100,10450492,4886,,,,105548,3201,,4250,,,,,,,,,,,,,,,,39.32098,-111.093731
100369-2006Q4,Mega-Bank,Mega-Bank,Bank of America,100369,2006Q4,Bank of America Corporation,100369,NC,1.25,451.58,12.4,0.8,110.17,493.1,0.69,0.68,0.34,0.34,1.25,0.8,,0,9.86,0.26,0.28,18539388,704881178,9016024,1463685485,693828265,1720050,8872007,,,8045229,302794,1720050,1561420,,,,,,,,,,,,,,,,35.759573,-79.0193
100438-2007Q1,Peer,Peer,BB&T / Truist Financial Corporation,TFC,2007Q1,Truist Financial Corporation,100438,NC,1.05,244.31,37.13,0.29,106.74,329.61,0.49,0.43,0.3,0.3,1.05,0.29,,0.05,10.31,0.32,0.43,672219,84647875,895754,121694315,79839360,82536,,,,888130,20845,82536,65852,,,,,,,,,,,,,,,,35.759573,-79.0193
100144-2007Q1,Non-Peer,Non-Peer,BNY Mellon,100144,2007Q1,The Bank of New York Mellon Corporation,100144,NY,0.74,NM,2.75,-0.09,62.5,NM,0.13,0.13,0.05,0.06,0.74,-0.09,,0,11.82,0.07,0.07,0,39067000,290000,99960000,59068000,0,,,,287000,8000,0,-5000,,,,,,,,,,,,,,,,43.299428,-74.217933
103239-2007Q1,Non-Peer,Non-Peer,Capital One,103239,2007Q1,Capital One Financial Corporation,103239,VA,2.19,NM,18.97,1.67,81.47,NM,0.66,0.63,0.41,0.41,2.19,1.67,,0.02,18.91,0.17,0.2,4738765,91312638,2105000,148698605,87672749,588507,,,,2180000,158859,588507,350045,,,,,,,,,,,,,,,,37.431573,-78.656894
4041896-2007Q1,Mega-Bank,Mega-Bank,Citigroup,4041896,2007Q1,Citigroup Inc.,4041896,NY,1.29,125.61,4.61,1.17,128.31,156.67,1.3,1.21,0.44,0.44,1.29,1.17,,0.03,6.51,0.82,1.02,19728000,720042000,9510000,2020966000,738521000,2667000,,,,8940000,558000,2667000,2706000,,,,,,,,,,,,,,,,43.299428,-74.217933
1019881-2007Q1,Peer,Peer,CITIZENS,1019881,2007Q1,"Citizens Financial Group, Inc.",1019881,RI,0.73,213.95,10.28,0.4,113.25,259.38,0.35,0.32,0.21,0.21,0.73,0.4,,0.02,15.45,0.3,0.34,361068,107593461,784136,159464911,100682716,137571,,,,757137,31230,137571,120431,,,,,,,,,,,,,,,,41.580095,-71.477429
100206-2007Q1,Peer,Peer,COMERICA,100206,2007Q1,Comerica Incorporated,100206,TX,1.04,195,38.63,0.13,141.71,211.72,0.56,0.48,0.4,0.4,1.04,0.13,,0.03,9.72,0.5,0.53,94741,47988555,500048,57830077,43804676,34376,,,,493217,18146,34376,23000,,,,,,,,,,,,,,,,31.968599,-99.901813
100260-2007Q1,Peer,Close-Peer,FIFTH THIRD,FITB,2007Q1,Fifth Third Bancorp,100260,OH,1.03,150.52,26.75,0.38,117.53,206.28,0.98,0.85,0.65,0.65,1.03,0.38,,0.1,10.61,0.51,0.68,1381710,74820772,783717,99823708,69342178,99321,,,,771217,28074,99321,83739,,,,,,,,,,,,,,,,40.417287,-82.907123
4039450-2007Q1,Non-Peer,Non-Peer,Goldman Sachs,4039450,2007Q1,"The Goldman Sachs Group, Inc.",4039450,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100307-2007Q1,Peer,Close-Peer,Huntington,100307,2007Q1,Huntington Bancshares Incorporated,100307,OH,1.07,132.78,24.89,0.27,160.21,201.74,1.04,0.86,0.65,0.65,1.07,0.27,,0.14,9.53,0.59,0.8,277538,26265999,282976,34979265,24622551,27813,,,,272068,9695,27813,29026,,,,,,,,,,,,,,,,40.417287,-82.907123
100201-2007Q1,Mega-Bank,Mega-Bank,JP Morgan Chase,100201,2007Q1,JPMorgan Chase & Co.,100201,NY,1.54,184.39,5.56,0.74,108.42,308.02,1.13,1.01,0.34,0.34,1.54,0.74,,0.04,8.87,0.68,0.84,51498000,421646000,7300000,1408918000,638143000,1105000,,,,7279000,202000,1105000,979000,,,,,,,,,,,,,,,,43.299428,-74.217933
100334-2007Q1,Peer,Close-Peer,KEY,KEY,2007Q1,KeyCorp,100334,OH,1.35,263.03,26.79,0.25,100.43,368.23,0.64,0.58,0.44,0.5,1.35,0.25,,0.04,9.31,0.37,0.51,4174952,65711378,944493,93075955,60093508,64166,,,,944466,19994,64166,44361,,,,,,,,,,,,,,,,40.417287,-82.907123
100253-2007Q1,Peer,Close-Peer,M&T BANK,MTB,2007Q1,M&T Bank Corporation,100253,NY,1.52,240.69,36.79,0.16,157.06,273.75,0.9,0.87,0.65,0.65,1.52,0.16,,0.03,11.95,0.6,0.63,1039057,42468119,659757,57842471,38937906,24507,,,,649948,7316,24507,27000,,,,,,,,,,,,,,,,43.299428,-74.217933
103042-2007Q1,Non-Peer,Non-Peer,Morgan Stanley,103042,2007Q1,Morgan Stanley,103042,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100406-2007Q1,Peer,Peer,PNC,PNC,2007Q1,"The PNC Financial Services Group, Inc.",100406,PA,1.06,284.3,19.8,0.26,22.13,353.66,0.4,0.38,0.2,0.22,1.06,0.26,,0.01,12.59,0.3,0.37,2381759,62955388,690322,122586871,77391599,48757,,,,559972,12248,42518,8080,,,,,,,,,,,,,,,,41.203322,-77.194525
100233-2007Q1,Peer,Close-Peer,REGIONS,RF,2007Q1,Regions Financial Corporation,100233,AL,1.11,245.9,36.1,0.2,100.66,296.47,0.73,0.66,0.46,0.46,1.11,0.2,,0.05,15.48,0.37,0.45,1399937,94168260,1056260,138069628,95360017,74095,,,,1055953,27402,74095,47000,,,,,,,,,,,,,,,,32.318231,-86.902298
100447-2007Q1,Non-Peer,Non-Peer,State Street,100447,2007Q1,State Street Corporation,100447,MA,0.17,574.51,0,0,,,0,0,0,0,0.17,0,,0,6.8,0,0.03,0,10152934,17603,110091129,66591573,0,,,,17603,0,0,0,,,,,,,,,,,,,,,,42.407211,-71.382437
4047176-2007Q1,Peer,Peer,USB,USB,2007Q1,U.S. Bancorp,4047176,MN,1.36,302.99,18.23,0.48,100,449.45,1.04,0.91,0.61,0.61,1.36,0.48,,0.09,10.31,0.31,0.45,4075000,144845000,2027000,221448000,118060000,237000,,,,2022000,60000,233000,177000,,,,,,,,,,,,,,,,46.729553,-94.6859
100382-2007Q1,Mega-Bank,Mega-Bank,Wells Fargo,100382,2007Q1,Wells Fargo & Company,100382,CA,1.05,141.49,13.72,0.8,100.98,218.54,2.02,1.83,1.35,1.35,1.05,0.8,,0.14,10.27,0.49,0.74,33115000,325487000,3772000,485901000,312506000,960000,,,,3764000,245000,960000,722000,,,,,,,,,,,,,,,,36.778261,-119.417932
100501-2007Q1,Non-Peer,Peer,Zions,100501,2007Q1,"Zions Bancorporation, National Association",100501,UT,1,458.36,51.97,0.07,278.48,560.07,0.34,0.31,0.22,0.22,1,0.07,,0.02,7.24,0.19,0.22,128967,11073034,111638,15525974,11429177,4215,,,,108113,2240,,5500,,,,,,,,,,,,,,,,39.32098,-111.093731
100369-2007Q1,Mega-Bank,Mega-Bank,Bank of America,100369,2007Q1,Bank of America Corporation,100369,NC,1.15,389.45,10.46,0.77,86.16,428.9,0.66,0.65,0.33,0.33,1.15,0.77,,0.01,9.51,0.27,0.3,35938894,721872926,8732074,1509618809,693129758,1742870,,,,9016024,315402,1742870,1229859,,,,,,,,,,,,,,,,35.759573,-79.0193
100438-2007Q2,Peer,Peer,BB&T / Truist Financial Corporation,TFC,2007Q2,Truist Financial Corporation,100438,NC,1.04,217.31,36.98,0.35,114.59,287.29,0.55,0.48,0.33,0.33,1.04,0.35,,0.05,10.23,0.37,0.48,1151506,87390473,920053,127577050,84078623,92702,,,,888130,17206,92702,86512,,,,,,,,,,,,,,,,35.759573,-79.0193
100144-2007Q2,Non-Peer,Non-Peer,BNY Mellon,100144,2007Q2,The Bank of New York Mellon Corporation,100144,NY,0.72,NM,2.59,-0.05,260,NM,0.08,0.08,0.03,0.03,0.72,-0.05,,0,9.58,0.06,0.06,0,39133000,282000,126457000,81412000,0,,,,287000,5000,0,-13000,,,,,,,,,,,,,,,,43.299428,-74.217933
103239-2007Q2,Non-Peer,Non-Peer,Capital One,103239,2007Q2,Capital One Financial Corporation,103239,VA,2.23,909.6,19.25,1.67,100.06,NM,0.7,0.67,0.44,0.44,2.23,1.67,,0.02,18.71,0.22,0.25,2732044,92136596,2120000,145937957,85685150,561886,,,,2180000,161072,561886,401035,,,,,,,,,,,,,,,,37.431573,-78.656894
4041896-2007Q2,Mega-Bank,Mega-Bank,Citigroup,4041896,2007Q2,Citigroup Inc.,4041896,NY,1.3,124.64,4.6,1.06,122.63,152.46,1.29,1.21,0.43,0.43,1.3,1.06,,0.03,6.22,0.85,1.04,22327000,775157000,10381000,2220866000,771761000,2662000,,,,8940000,607000,2662000,2520000,,,,,,,,,,,,,,,,43.299428,-74.217933
1019881-2007Q2,Peer,Peer,CITIZENS,1019881,2007Q2,"Citizens Financial Group, Inc.",1019881,RI,0.69,182.85,10.19,0.44,72.36,219.33,0.4,0.37,0.25,0.25,0.69,0.44,,0.02,15.05,0.34,0.38,293144,108835486,751066,159392731,100732482,144776,,,,757137,25112,144776,86594,,,,,,,,,,,,,,,,41.580095,-71.477429
100206-2007Q2,Peer,Peer,COMERICA,100206,2007Q2,Comerica Incorporated,100206,TX,1.04,182.75,37.62,0.24,120.23,197.47,0.63,0.56,0.46,0.46,1.04,0.24,,0.03,9.37,0.54,0.57,80987,48786339,506595,58945727,43440995,42734,,,,493217,12791,42734,36000,,,,,,,,,,,,,,,,31.968599,-99.901813
100260-2007Q2,Peer,Close-Peer,FIFTH THIRD,FITB,2007Q2,Fifth Third Bancorp,100260,OH,1.04,145.39,26.44,0.53,118.75,204.44,1.08,0.94,0.71,0.71,1.04,0.53,,0.11,9.86,0.53,0.71,1707714,75708527,802967,101389721,69355604,124132,,,,771217,21816,124132,121497,,,,,,,,,,,,,,,,40.417287,-82.907123
4039450-2007Q2,Non-Peer,Non-Peer,Goldman Sachs,4039450,2007Q2,"The Goldman Sachs Group, Inc.",4039450,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100307-2007Q2,Peer,Close-Peer,Huntington,100307,2007Q2,Huntington Bancshares Incorporated,100307,OH,1.13,114.92,25.13,0.52,171.14,157.92,1.21,1.03,0.77,0.77,1.13,0.52,,0.14,9.26,0.78,0.99,348272,26812019,307519,36422081,24631484,44159,,,,272068,9658,44159,59044,,,,,,,,,,,,,,,,40.417287,-82.907123
100201-2007Q2,Mega-Bank,Mega-Bank,JP Morgan Chase,100201,2007Q2,JPMorgan Chase & Co.,100201,NY,1.53,185.09,6.49,0.78,133.6,308.4,1.09,0.95,0.33,0.33,1.53,0.78,,0.05,8.7,0.65,0.82,53565000,446703000,7633000,1458042000,652165000,1211000,,,,7279000,226000,1211000,1316000,,,,,,,,,,,,,,,,43.299428,-74.217933
100334-2007Q2,Peer,Close-Peer,KEY,KEY,2007Q2,KeyCorp,100334,OH,1.33,245.53,26.82,0.3,100.71,338.18,0.69,0.65,0.5,0.58,1.33,0.3,,0.03,9.25,0.4,0.54,4545454,66692180,945505,93490903,60776327,71435,,,,944466,18862,68787,52945,,,,,,,,,,,,,,,,40.417287,-82.907123
100253-2007Q2,Peer,Close-Peer,M&T BANK,MTB,2007Q2,M&T Bank Corporation,100253,NY,1.53,222.73,36.11,0.2,138.77,251.73,0.99,0.95,0.72,0.72,1.53,0.2,,0.03,11.83,0.64,0.69,1025976,42717846,668138,57869069,39418635,28560,,,,649948,6941,28560,30000,,,,,,,,,,,,,,,,43.299428,-74.217933
103042-2007Q2,Non-Peer,Non-Peer,Morgan Stanley,103042,2007Q2,Morgan Stanley,103042,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100406-2007Q2,Peer,Peer,PNC,PNC,2007Q2,"The PNC Financial Services Group, Inc.",100406,PA,1.04,248.21,19.54,0.19,168.16,299.47,0.47,0.44,0.24,0.25,1.04,0.19,,0.01,12.09,0.35,0.42,2562200,64795180,702531,125736711,77299287,42563,,,,559972,10413,41773,54063,,,,,,,,,,,,,,,,41.203322,-77.194525
100233-2007Q2,Peer,Close-Peer,REGIONS,RF,2007Q2,Regions Financial Corporation,100233,AL,1.11,179.6,35.6,0.23,110.32,212.42,0.88,0.8,0.56,0.56,1.11,0.23,,0.06,15.08,0.53,0.62,1860534,94014488,1061873,137624205,95061056,80661,,,,1055953,26274,80182,60000,,,,,,,,,,,,,,,,32.318231,-86.902298
100447-2007Q2,Non-Peer,Non-Peer,State Street,100447,2007Q2,State Street Corporation,100447,MA,0.15,600.38,0,0,,,0,0,0,0,0.15,0,,0,6.91,0,0.02,0,12067912,17603,112345777,73027348,0,,,,17603,0,0,0,,,,,,,,,,,,,,,,42.407211,-71.382437
4047176-2007Q2,Peer,Peer,USB,USB,2007Q2,U.S. Bancorp,4047176,MN,1.35,306.34,17.96,0.51,100,451.67,1,0.87,0.59,0.59,1.35,0.51,,0.08,10.05,0.31,0.44,4552000,145708000,2028000,222530000,119702000,252000,,,,2022000,61000,250000,191000,,,,,,,,,,,,,,,,46.729553,-94.6859
100382-2007Q2,Mega-Bank,Mega-Bank,Wells Fargo,100382,2007Q2,Wells Fargo & Company,100382,CA,1.01,140.7,13.68,0.78,100.83,223.92,1.98,1.78,1.25,1.25,1.01,0.78,,0.14,9.47,0.46,0.72,35467000,342800000,3820000,539865000,326076000,960000,,,,3764000,240000,960000,726000,,,,,,,,,,,,,,,,36.778261,-119.417932
100501-2007Q2,Non-Peer,Peer,Zions,100501,2007Q2,"Zions Bancorporation, National Association",100501,UT,0.97,475.8,52.26,0.03,337.84,619.89,0.31,0.28,0.21,0.21,0.97,0.03,,0.02,6.98,0.17,0.2,88683,11680020,113750,16075620,11331478,4319,,,,111638,3431,,3000,,,,,,,,,,,,,,,,39.32098,-111.093731
100369-2007Q2,Mega-Bank,Mega-Bank,Bank of America,100369,2007Q2,Bank of America Corporation,100369,NC,1.15,355.28,9.91,0.77,121,389.07,0.67,0.65,0.34,0.34,1.15,0.77,,0.01,9.43,0.3,0.32,31186999,756502482,9060000,1535684280,699759294,1807390,,,,9016024,313181,1807390,1808009,,,,,,,,,,,,,,,,35.759573,-79.0193
100438-2007Q3,Peer,Peer,BB&T / Truist Financial Corporation,TFC,2007Q3,Truist Financial Corporation,100438,NC,1.04,170.67,36.81,0.4,115.88,224.99,0.71,0.62,0.42,0.42,1.04,0.4,,0.06,10.2,0.47,0.61,1177877,88881589,934417,130781281,85185058,104904,,,,888130,14768,104904,104446,,,,,,,,,,,,,,,,35.759573,-79.0193
100144-2007Q3,Non-Peer,Non-Peer,BNY Mellon,100144,2007Q3,The Bank of New York Mellon Corporation,100144,NY,0.65,948.57,7.38,0.31,120,948.57,0.12,0.12,0.03,0.04,0.65,0.31,,0,15.9,0.07,0.07,0,50914000,332000,184166000,109546000,37000,,,,287000,2000,37000,42000,,,,,,,,,,,,,,,,43.299428,-74.217933
103239-2007Q3,Non-Peer,Non-Peer,Capital One,103239,2007Q3,Capital One Financial Corporation,103239,VA,2.39,264.32,19.2,2,123.18,278.76,1.35,1.3,0.86,0.86,2.39,2,,0.03,18.42,0.86,0.9,1454457,95812590,2320000,147154835,83345149,627936,,,,2180000,147963,627936,591212,,,,,,,,,,,,,,,,37.431573,-78.656894
4041896-2007Q3,Mega-Bank,Mega-Bank,Citigroup,4041896,2007Q3,Citigroup Inc.,4041896,NY,1.49,132.5,4.55,1.25,184.69,147.9,1.5,1.39,0.5,0.5,1.49,1.25,,0.04,5.93,1.01,1.12,47123000,807601000,12728000,2358266000,812850000,3091000,,,,8940000,505000,3091000,4776000,,,,,,,,,,,,,,,,43.299428,-74.217933
1019881-2007Q3,Peer,Peer,CITIZENS,1019881,2007Q3,"Citizens Financial Group, Inc.",1019881,RI,0.68,152.01,10.21,0.45,100.51,178.66,0.46,0.42,0.29,0.29,0.68,0.45,,0.03,14.69,0.4,0.45,306291,110567188,751698,164201368,100721774,150542,,,,757137,27409,150542,123765,,,,,,,,,,,,,,,,41.580095,-71.477429
100206-2007Q3,Peer,Peer,COMERICA,100206,2007Q3,Comerica Incorporated,100206,TX,1.03,169.19,37.43,0.32,112.25,183.57,0.72,0.66,0.54,0.54,1.03,0.32,,0.03,9.27,0.57,0.61,91414,49604106,511834,60284675,42049741,47266,,,,493217,7178,47266,45000,,,,,,,,,,,,,,,,31.968599,-99.901813
100260-2007Q3,Peer,Close-Peer,FIFTH THIRD,FITB,2007Q3,Fifth Third Bancorp,100260,OH,1.05,113.3,25.86,0.59,121,149.91,1.36,1.2,0.91,0.91,1.05,0.59,,0.12,9.71,0.72,0.92,2760592,76253059,827118,104265371,69571536,127105,,,,771217,12509,127105,138663,,,,,,,,,,,,,,,,40.417287,-82.907123
4039450-2007Q3,Non-Peer,Non-Peer,Goldman Sachs,4039450,2007Q3,"The Goldman Sachs Group, Inc.",4039450,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100307-2007Q3,Peer,Close-Peer,Huntington,100307,2007Q3,Huntington Bancshares Incorporated,100307,OH,1.12,103.75,28.95,0.47,78.45,143.76,1.35,1.19,0.87,0.89,1.12,0.47,,0.12,12.12,0.86,1.08,479853,39977903,454784,55303286,38453039,57465,,,,272068,10361,57465,36951,,,,,,,,,,,,,,,,40.417287,-82.907123
100201-2007Q3,Mega-Bank,Mega-Bank,JP Morgan Chase,100201,2007Q3,JPMorgan Chase & Co.,100201,NY,1.56,157.87,5.32,0.96,138.66,243.71,1.27,1.12,0.39,0.4,1.56,0.96,,0.05,8.66,0.81,0.99,54559000,465156000,8113000,1479575000,678998000,1415000,,,,7279000,194000,1403000,1693000,,,,,,,,,,,,,,,,43.299428,-74.217933
100334-2007Q3,Peer,Close-Peer,KEY,KEY,2007Q3,KeyCorp,100334,OH,1.29,164.88,26.77,0.33,115.92,189.48,0.97,0.95,0.72,0.77,1.29,0.33,,0.02,9.06,0.69,0.79,4790953,68999141,955336,96829723,63865765,82873,,,,944466,23302,82873,69053,,,,,,,,,,,,,,,,40.417287,-82.907123
100253-2007Q3,Peer,Close-Peer,M&T BANK,MTB,2007Q3,M&T Bank Corporation,100253,NY,1.52,179.78,36.3,0.2,157.12,199.89,1.16,1.11,0.83,0.83,1.52,0.2,,0.04,11.53,0.8,0.85,994902,43783570,680498,60008123,38473179,29392,,,,649948,7752,29392,34000,,,,,,,,,,,,,,,,43.299428,-74.217933
103042-2007Q3,Non-Peer,Non-Peer,Morgan Stanley,103042,2007Q3,Morgan Stanley,103042,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100406-2007Q3,Peer,Peer,PNC,PNC,2007Q3,"The PNC Financial Services Group, Inc.",100406,PA,1.04,230.17,19.96,0.28,134.91,283.1,0.57,0.53,0.28,0.29,1.04,0.28,,0.02,11.6,0.37,0.45,3004398,65785862,717486,131477883,78444129,57799,,,,559972,9500,56914,65158,,,,,,,,,,,,,,,,41.203322,-77.194525
100233-2007Q3,Peer,Close-Peer,REGIONS,RF,2007Q3,Regions Financial Corporation,100233,AL,1.12,173.88,36.76,0.34,110.9,209.4,1.06,0.97,0.67,0.67,1.12,0.34,,0.06,15.13,0.55,0.65,962812,94373632,1070716,138237249,93444396,102229,,,,1055953,21072,83339,90000,,,,,,,,,,,,,,,,32.318231,-86.902298
100447-2007Q3,Non-Peer,Non-Peer,State Street,100447,2007Q3,State Street Corporation,100447,MA,0.16,649.41,0,-0.02,0,,0,0,0,0,0.16,-0.02,,0,8.04,0,0.02,0,11310451,18216,140085020,92988706,0,,,,17603,513,0,0,,,,,,,,,,,,,,,,42.407211,-71.382437
4047176-2007Q3,Peer,Peer,USB,USB,2007Q3,U.S. Bancorp,4047176,MN,1.33,269.97,17.58,0.52,100,392.5,1.12,0.97,0.66,0.66,1.33,0.52,,0.09,9.98,0.35,0.49,4601000,149039000,2041000,227628000,122748000,256000,,,,2022000,57000,254000,199000,,,,,,,,,,,,,,,,46.729553,-94.6859
100382-2007Q3,Mega-Bank,Mega-Bank,Wells Fargo,100382,2007Q3,Wells Fargo & Company,100382,CA,0.97,120.33,13.25,0.92,99.78,185.87,2.16,1.93,1.39,1.39,0.97,0.92,,0.16,9.4,0.53,0.81,30710000,362922000,3829000,548727000,337122000,1102000,,,,3764000,210000,1102000,890000,,,,,,,,,,,,,,,,36.778261,-119.417932
100501-2007Q3,Non-Peer,Peer,Zions,100501,2007Q3,"Zions Bancorporation, National Association",100501,UT,1,396.33,52.12,0.1,355.53,473.06,0.44,0.41,0.32,0.32,1,0.1,,0.02,7.35,0.22,0.25,79711,12147008,121656,15920517,10974842,4558,,,,113750,1464,,11000,,,,,,,,,,,,,,,,39.32098,-111.093731
100369-2007Q3,Mega-Bank,Mega-Bank,Bank of America,100369,2007Q3,Bank of America Corporation,100369,NC,1.16,266.12,10.09,0.77,127.93,293.29,0.79,0.76,0.39,0.4,1.16,0.77,,0.01,9.36,0.4,0.44,30672132,791316085,9535160,1582330249,700685484,1895085,,,,9016024,321281,1895085,2013311,,,,,,,,,,,,,,,,35.759573,-79.0193
100438-2007Q4,Peer,Peer,BB&T / Truist Financial Corporation,TFC,2007Q4,Truist Financial Corporation,100438,NC,1.1,144.39,36.94,0.49,163.42,202.05,0.94,0.78,0.54,0.54,1.1,0.49,,0.11,10.28,0.55,0.76,778830,90906872,1004462,132617600,86765552,124723,,,,934417,14285,124723,180478,,,,,,,,,,,,,,,,35.759573,-79.0193
100144-2007Q4,Non-Peer,Non-Peer,BNY Mellon,100144,2007Q4,The Bank of New York Mellon Corporation,100144,NY,0.64,146.64,7.29,0.3,82.86,175.81,1.06,1.06,0.27,0.29,0.64,0.27,,0,15.03,0.36,0.44,0,50985000,327000,197839008,118232000,36000,,,,332000,1000,36000,29000,,,,,,,,,,,,,,,,43.299428,-74.217933
103239-2007Q4,Non-Peer,Non-Peer,Capital One,103239,2007Q4,Capital One Financial Corporation,103239,VA,2.88,300.76,18.68,2.63,199.08,316.27,1.57,1.52,1.04,1.04,2.88,2.6,,0.03,18.1,0.91,0.96,315863,102592920,2963000,150590368,82991120,801890,,,,2320000,151784,801890,1294210,,,,,,,,,,,,,,,,37.431573,-78.656894
4041896-2007Q4,Mega-Bank,Mega-Bank,Citigroup,4041896,2007Q4,Citigroup Inc.,4041896,NY,1.88,125.75,4.51,1.76,192.93,140.25,1.95,1.8,0.71,0.71,1.88,1.8,,0.05,5.93,1.34,1.49,48864000,809574000,16117000,2187631000,826230000,4426000,,,,12728000,579000,4280000,7422000,,,,,,,,,,,,,,,,43.299428,-74.217933
1019881-2007Q4,Peer,Peer,CITIZENS,1019881,2007Q4,"Citizens Financial Group, Inc.",1019881,RI,0.87,148.66,10.45,0.61,231.91,166.89,0.6,0.57,0.4,0.4,0.87,0.62,,0.02,14.55,0.55,0.59,613790,111148900,977547,160286202,102444609,200699,,,,751698,29488,200699,397060,,,,,,,,,,,,,,,,41.580095,-71.477429
100206-2007Q4,Peer,Peer,COMERICA,100206,2007Q4,Comerica Incorporated,100206,TX,1.09,130.3,36.41,0.5,170.92,138.12,0.94,0.87,0.71,0.71,1.09,0.5,,0.03,9.04,0.8,0.84,213650,50747204,556671,62756752,44463844,71775,,,,511834,8587,71775,108000,,,,,,,,,,,,,,,,31.968599,-99.901813
100260-2007Q4,Peer,Close-Peer,FIFTH THIRD,FITB,2007Q4,Fifth Third Bancorp,100260,OH,1.11,86.67,25.16,0.85,162.76,107.24,1.85,1.67,1.27,1.27,1.11,0.85,,0.14,9.1,1.06,1.28,4328667,80251384,936772,110961512,75618600,193395,,,,827118,18690,193395,284355,,,,,,,,,,,,,,,,40.417287,-82.907123
4039450-2007Q4,Non-Peer,Non-Peer,Goldman Sachs,4039450,2007Q4,"The Goldman Sachs Group, Inc.",4039450,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100307-2007Q4,Peer,Close-Peer,Huntington,100307,2007Q4,Huntington Bancshares Incorporated,100307,OH,1.43,35.12,29.36,4.05,122.6,37.62,4.37,1.33,0.98,0.99,1.43,4.06,,0.14,11.95,3.84,4.06,494379,40035120,578442,54629164,37784108,421431,,,,454784,10598,388506,503698,,,,,,,,,,,,,,,,40.417287,-82.907123
